year,lap_time_seconds,teammate_time,constructorId
2014,76.31,76.182,1
2017,74.318,73.78,210
2018,72.606,,210
2019,71.786,72.109,210
2022,82.96000000000001,83.356,210
2023,81.678,80.305,210
2024,72.916,73.978,210
