year,lap_time_seconds,teammate_time,constructorId
2014,94.723,94.368,6
2015,95.039,,1
2017,92.054,92.313,1
2018,90.212,90.479,1
2021,90.249,91.724,214
2022,91.621,91.782,214
2023,90.336,90.836,117
2024,89.542,89.965,117
