year,lap_time_seconds,teammate_time,constructorId
2015,80.94200000000001,80.71000000000001,5
2016,80.169,81.45400000000001,5
2017,77.753,77.46600000000001,4
2018,76.084,75.827,4
2019,76.014,76.322,1
2021,76.761,76.748,6
2022,78.351,78.555,6
2023,77.233,77.166,6
2024,75.946,76.265,6
