year,lap_time_seconds,teammate_time,constructorId
2014,75.548,75.589,9
2015,77.344,75.014,6
2016,72.99,73.57900000000001,6
2017,71.789,72.252,6
2018,70.764,71.095,6
2019,70.24,70.92,6
2022,94.512,95.532,117
