year,lap_time_seconds,teammate_time,constructorId
2014,117.369,116.963,1
2016,98.673,99.52799999999999,4
2017,94.164,95.223,210
2018,92.98599999999999,92.524,210
2019,93.15,93.156,210
2024,95.51599999999999,94.604,210
