year,lap_time_seconds,teammate_time,constructorId
2017,106.91499999999999,105.82300000000001,3
2018,105.134,104.99799999999999,3
2019,105.047,104.706,211
2020,102.491,102.532,211
2021,118.231,116.814,117
2022,106.256,106.344,117
2023,108.84100000000001,107.843,117
2024,115.71600000000001,114.25800000000001,117
