year,lap_time_seconds,teammate_time,constructorId
2014,72.037,72.233,208
2015,73.056,73.385,208
2016,71.937,72.431,210
2017,69.879,70.154,210
2018,68.239,68.474,210
2019,68.705,68.803,210
