year,lap_time_seconds,teammate_time,constructorId
2014,99.709,99.771,6
2015,100.144,99.739,1
2016,97.807,97.701,1
2017,96.35300000000001,97.07,1
2018,95.50399999999999,95.977,1
2021,104.20400000000001,105.86500000000001,214
