year,lap_time_seconds,teammate_time,constructorId
2014,116.86,115.637,6
2015,97.10900000000001,96.687,6
2016,95.97200000000001,96.18299999999999,6
2017,92.14,91.864,6
2018,91.182,91.095,6
2019,93.419,,51
