year,lap_time_seconds,teammate_time,constructorId
2014,102.384,102.239,10
2015,101.686,101.184,10
2016,100.501,100.519,10
2017,98.138,98.725,4
2018,96.542,96.982,4
2019,96.71000000000001,96.456,4
2023,84.108,84.764,210
2024,82.886,83.632,210
