year,lap_time_seconds,teammate_time,constructorId
2015,105.63499999999999,106.465,5
2016,103.328,103.11500000000001,9
2017,99.814,99.84,9
2018,96.334,96.99600000000001,9
2019,96.813,97.411,9
2022,111.39500000000001,109.434,9
2023,92.173,92.09899999999999,9
2024,89.68,90.57900000000001,9
