year,lap_time_seconds,teammate_time,constructorId
2014,92.703,92.506,131
2015,92.66,92.584,131
2016,90.66,90.64699999999999,131
2017,87.319,87.651,131
2018,87.76,87.987,131
2019,87.30199999999999,87.293,131
2022,90.261,90.389,131
2023,89.908,90.219,131
2024,88.76599999999999,89.008,131
