year,lap_time_seconds,teammate_time,constructorId
2018,89.32900000000001,90.105,5
2019,89.526,88.752,9
2020,88.44800000000001,88.618,213
2020,53.941,53.856,213
2021,89.809,90.607,213
2022,91.635,92.75,213
2023,92.181,90.914,214
2024,90.94800000000001,90.793,214
