year,lap_time_seconds,teammate_time,constructorId
2014,99.771,99.709,6
2015,98.22399999999999,97.965,6
2016,96.663,96.12299999999999,6
2017,93.253,93.194,6
2018,92.237,91.943,6
2019,94.84,94.037,51
2020,95.267,94.594,51
2021,109.586,111.023,51
