year,lap_time_seconds,teammate_time,constructorId
2019,77.031,78.324,3
2020,75.58500000000001,76.105,3
2021,77.944,78.036,3
2022,77.377,78.035,131
2023,79.027,76.60900000000001,131
2024,77.968,75.854,131
