year,lap_time_seconds,teammate_time,constructorId
2017,78.495,78.639,10
2018,79.142,79.2,10
2020,75.719,75.661,4
2021,76.65299999999999,76.541,214
2022,78.018,77.904,214
2023,77.84100000000001,78.217,214
2024,78.049,78.166,214
