year,lap_time_seconds,teammate_time,constructorId
2014,84.58500000000001,84.294,1
2016,104.543,103.965,4
2017,79.095,78.771,210
2018,78.314,77.901,210
2019,76.122,76.013,210
2020,76.152,76.407,210
2022,78.825,79.164,210
2023,79.206,77.186,210
2024,76.548,76.31700000000001,210
