year,lap_time_seconds,teammate_time,constructorId
2014,94.712,94.387,1
2016,93.181,93.438,4
2017,92.9,90.763,210
2018,89.358,90.53,210
2019,88.757,89.015,210
2020,90.111,90.138,210
2020,54.705,55.426,210
2022,91.461,91.998,210
2023,91.892,90.809,210
2024,90.529,89.851,210
