year,lap_time_seconds,teammate_time,constructorId
2015,94.453,94.52199999999999,5
2016,92.685,92.62299999999999,5
2017,90.413,91.31700000000001,5
2018,90.236,90.361,4
2019,88.304,88.464,1
2022,89.361,89.314,6
2023,89.85,89.542,6
2024,88.682,88.786,6
