year,lap_time_seconds,teammate_time,constructorId
2018,94.255,95.536,15
2019,92.137,92.041,6
2021,93.606,93.792,6
2022,94.42099999999999,94.356,6
2023,94.723,94.945,6
2024,92.74000000000001,92.652,6
