year,lap_time_seconds,teammate_time,constructorId
2015,69.612,70.465,5
2016,66.866,66.84,9
2017,64.94800000000001,64.896,9
2018,63.84,63.996,9
2019,63.439,63.988,9
2020,63.477,63.746,9
2020,77.938,79.014,9
2021,63.841,64.168,9
2021,63.72,63.99,9
2022,64.984,66.143,9
2023,64.391,65.17699999999999,9
2024,64.314,65.144,9
