year,lap_time_seconds,teammate_time,constructorId
2014,69.285,69.657,6
2015,70.736,72.632,1
2016,67.671,67.572,1
2017,65.602,65.741,1
2018,64.965,65.271,1
2021,64.574,65.217,214
2021,64.472,65.051,214
2022,66.016,65.726,214
2023,64.911,64.893,117
2024,65.639,65.819,117
