year,lap_time_seconds,teammate_time,constructorId
2016,81.881,81.363,209
2017,77.437,77.807,10
2018,76.252,76.242,10
2021,78.126,78.452,214
2022,79.01,78.939,214
2023,79.08,78.521,214
2024,77.617,76.892,214
