year,lap_time_seconds,teammate_time,constructorId
2015,102.941,101.051,6
2016,99.661,99.604,6
2017,96.777,96.985,6
2018,95.125,95.36500000000001,6
2019,95.339,95.219,6
2020,96.631,95.881,6
2021,84.225,84.061,117
2022,84.961,85.35900000000001,117
